(u'513 599 0', 1506432397.831398, 553)
(u'490 593 0', 1506432397.849524, 554)
(u'485 587 0', 1506432397.867383, 555)
(u'510 583 0', 1506432397.885628, 556)
(u'500 578 0', 1506432397.903656, 557)
(u'484 573 0', 1506432397.921769, 558)
(u'512 569 0', 1506432397.938462, 559)
(u'522 566 0', 1506432397.957553, 560)
(u'497 562 0', 1506432397.97556, 561)
(u'509 559 0', 1506432397.993352, 562)
(u'520 557 0', 1506432398.01034, 563)
(u'492 553 0', 1506432398.029234, 564)
(u'489 549 0', 1506432398.047644, 565)
(u'517 547 0', 1506432398.064933, 566)
(u'507 545 0', 1506432398.082708, 567)
(u'480 541 0', 1506432398.101694, 568)
(u'489 538 0', 1506432398.11979, 569)
(u'487 535 0', 1506432398.137432, 570)
(u'460 531 0', 1506432398.155226, 571)
(u'478 528 0', 1506432398.173458, 572)
(u'497 526 0', 1506432398.191761, 573)
(u'473 523 0', 1506432398.208445, 574)
(u'465 520 0', 1506432398.226542, 575)
(u'487 518 0', 1506432398.245622, 576)
(u'468 515 0', 1506432398.26406, 577)
(u'449 511 0', 1506432398.280911, 578)
(u'472 509 0', 1506432398.298581, 579)
(u'478 507 0', 1506432398.316624, 580)
(u'457 504 0', 1506432398.334712, 581)
(u'473 502 0', 1506432398.352705, 582)
(u'494 501 0', 1506432398.37071, 583)
(u'473 499 0', 1506432398.389055, 584)
(u'468 497 0', 1506432398.406722, 585)
(u'496 496 0', 1506432398.424624, 586)
(u'486 495 0', 1506432398.442702, 587)
(u'466 493 0', 1506432398.460561, 588)
(u'496 494 0', 1506432398.478565, 589)
(u'520 507 0', 1506432398.497028, 590)
(u'539 523 0', 1506432398.514843, 591)
(u'593 558 0', 1506432398.532714, 592)
(u'637 597 0', 1506432398.550724, 593)
(u'628 612 0', 1506432398.568699, 594)
(u'621 616 0', 1506432398.586691, 595)
(u'625 620 0', 1506432398.604688, 596)
(u'587 618 0', 1506432398.623818, 597)
(u'546 614 0', 1506432398.641883, 598)
(u'530 609 0', 1506432398.658596, 599)
(u'507 603 0', 1506432398.677643, 600)
(u'473 596 0', 1506432398.695814, 601)
(u'490 590 0', 1506432398.71251, 602)
(u'508 585 0', 1506432398.730854, 603)
(u'481 579 0', 1506432398.748639, 604)
(u'474 573 0', 1506432398.766579, 605)
(u'503 569 0', 1506432398.784605, 606)
(u'496 565 0', 1506432398.803879, 607)
(u'490 561 0', 1506432398.820707, 608)
(u'522 559 0', 1506432398.838711, 609)
(u'525 557 0', 1506432398.856592, 610)
(u'491 553 0', 1506432398.874717, 611)
(u'493 550 0', 1506432398.892706, 612)
(u'503 547 0', 1506432398.910719, 613)
(u'473 543 0', 1506432398.929084, 614)
(u'462 538 0', 1506432398.94804, 615)
(u'489 535 0', 1506432398.964712, 616)
(u'481 532 0', 1506432398.982727, 617)
(u'471 528 0', 1506432399.00106, 618)
(u'495 526 0', 1506432399.018623, 619)
(u'497 524 0', 1506432399.036692, 620)
(u'472 521 0', 1506432399.054705, 621)
(u'491 519 0', 1506432399.0726, 622)
(u'506 518 0', 1506432399.091933, 623)
(u'471 515 0', 1506432399.109065, 624)
(u'468 512 0', 1506432399.126608, 625)
(u'494 511 0', 1506432399.144586, 626)
(u'479 509 0', 1506432399.16259, 627)
(u'466 506 0', 1506432399.180978, 628)
(u'490 505 0', 1506432399.199084, 629)
(u'490 504 0', 1506432399.217117, 630)
(u'460 501 0', 1506432399.235142, 631)
(u'478 499 0', 1506432399.253589, 632)
(u'499 499 0', 1506432399.272067, 633)
(u'476 497 0', 1506432399.288498, 634)
(u'463 495 0', 1506432399.306603, 635)
(u'486 494 0', 1506432399.324749, 636)
(u'487 493 0', 1506432399.342712, 637)
(u'500 496 0', 1506432399.361164, 638)
(u'554 525 0', 1506432399.379556, 639)
(u'611 568 0', 1506432399.397274, 640)
(u'618 593 0', 1506432399.41542, 641)
(u'642 617 0', 1506432399.433745, 642)
