(u'474 500 0', 1506432392.827755, 275)
(u'505 502 0', 1506432392.84445, 276)
(u'495 501 0', 1506432392.862535, 277)
(u'504 502 0', 1506432392.880846, 278)
(u'538 520 0', 1506432392.899206, 279)
(u'571 545 0', 1506432392.917312, 280)
(u'567 556 0', 1506432392.935321, 281)
(u'597 576 0', 1506432392.953387, 282)
(u'608 592 0', 1506432392.971282, 283)
(u'570 590 0', 1506432392.988567, 284)
(u'554 588 0', 1506432393.006585, 285)
(u'550 586 0', 1506432393.024472, 286)
(u'516 582 0', 1506432393.042457, 287)
(u'483 577 0', 1506432393.061277, 288)
(u'496 572 0', 1506432393.078535, 289)
(u'503 568 0', 1506432393.097466, 290)
(u'488 564 0', 1506432393.115143, 291)
(u'505 561 0', 1506432393.132872, 292)
(u'527 559 0', 1506432393.151086, 293)
(u'507 556 0', 1506432393.168555, 294)
(u'504 553 0', 1506432393.186604, 295)
(u'531 551 0', 1506432393.204821, 296)
(u'523 549 0', 1506432393.223124, 297)
(u'507 546 0', 1506432393.241551, 298)
(u'523 544 0', 1506432393.259249, 299)
(u'518 542 0', 1506432393.277318, 300)
(u'484 539 0', 1506432393.295438, 301)
(u'493 536 0', 1506432393.312995, 302)
(u'513 534 0', 1506432393.330931, 303)
(u'495 532 0', 1506432393.349007, 304)
(u'493 530 0', 1506432393.367133, 305)
(u'512 529 0', 1506432393.384488, 306)
(u'485 526 0', 1506432393.403283, 307)
(u'458 522 0', 1506432393.420433, 308)
(u'483 520 0', 1506432393.439269, 309)
(u'495 518 0', 1506432393.456522, 310)
(u'474 515 0', 1506432393.474521, 311)
(u'489 513 0', 1506432393.492498, 312)
(u'502 512 0', 1506432393.510525, 313)
(u'475 510 0', 1506432393.529636, 314)
(u'483 508 0', 1506432393.548029, 315)
(u'524 516 0', 1506432393.564747, 316)
(u'513 515 0', 1506432393.582525, 317)
(u'508 514 0', 1506432393.600582, 318)
(u'520 517 0', 1506432393.618487, 319)
(u'509 516 0', 1506432393.636508, 320)
(u'489 514 0', 1506432393.654675, 321)
(u'501 513 0', 1506432393.672685, 322)
(u'526 519 0', 1506432393.690582, 323)
(u'518 518 0', 1506432393.708369, 324)
(u'558 538 0', 1506432393.72645, 325)
(u'593 565 0', 1506432393.744561, 326)
(u'593 579 0', 1506432393.762666, 327)
(u'582 580 0', 1506432393.781104, 328)
(u'596 588 0', 1506432393.798608, 329)
(u'586 587 0', 1506432393.816571, 330)
(u'545 584 0', 1506432393.834534, 331)
(u'527 581 0', 1506432393.853862, 332)
(u'519 577 0', 1506432393.871633, 333)
(u'481 572 0', 1506432393.888629, 334)
(u'478 567 0', 1506432393.906667, 335)
(u'504 563 0', 1506432393.924666, 336)
(u'499 559 0', 1506432393.942682, 337)
(u'487 555 0', 1506432393.961604, 338)
(u'517 553 0', 1506432393.97967, 339)
(u'521 551 0', 1506432393.998029, 340)
(u'495 548 0', 1506432394.014712, 341)
(u'511 546 0', 1506432394.03265, 342)
(u'536 545 0', 1506432394.050674, 343)
(u'516 543 0', 1506432394.068565, 344)
(u'517 541 0', 1506432394.087538, 345)
(u'541 541 0', 1506432394.105411, 346)
(u'522 540 0', 1506432394.122896, 347)
(u'494 537 0', 1506432394.140565, 348)
(u'512 535 0', 1506432394.159765, 349)
(u'515 534 0', 1506432394.177364, 350)
(u'486 531 0', 1506432394.19544, 351)
(u'488 528 0', 1506432394.213829, 352)
(u'495 526 0', 1506432394.231593, 353)
(u'473 523 0', 1506432394.249385, 354)
(u'469 520 0', 1506432394.267245, 355)
(u'501 519 0', 1506432394.285179, 356)
(u'490 517 0', 1506432394.303358, 357)
(u'471 514 0', 1506432394.320776, 358)
(u'498 513 0', 1506432394.339638, 359)
(u'508 512 0', 1506432394.357652, 360)
(u'488 510 0', 1506432394.375307, 361)
(u'506 509 0', 1506432394.393418, 362)
(u'525 517 0', 1506432394.41156, 363)
(u'494 515 0', 1506432394.428949, 364)
(u'509 514 0', 1506432394.44792, 365)
(u'535 524 0', 1506432394.464725, 366)
(u'522 523 0', 1506432394.482473, 367)
(u'536 529 0', 1506432394.502022, 368)
(u'570 549 0', 1506432394.518554, 369)
(u'596 572 0', 1506432394.537714, 370)
(u'577 574 0', 1506432394.554361, 371)
(u'589 581 0', 1506432394.573721, 372)
(u'600 590 0', 1506432394.591542, 373)
(u'558 588 0', 1506432394.609219, 374)
(u'531 585 0', 1506432394.627212, 375)
(u'524 581 0', 1506432394.645254, 376)
(u'494 576 0', 1506432394.662999, 377)
(u'467 570 0', 1506432394.680859, 378)
(u'493 566 0', 1506432394.698447, 379)
(u'503 562 0', 1506432394.716533, 380)
(u'481 557 0', 1506432394.734668, 381)
(u'499 554 0', 1506432394.752682, 382)
(u'523 552 0', 1506432394.770605, 383)
(u'504 549 0', 1506432394.788667, 384)
(u'503 546 0', 1506432394.808072, 385)
(u'530 545 0', 1506432394.824559, 386)
(u'514 543 0', 1506432394.842671, 387)
(u'499 540 0', 1506432394.860653, 388)
(u'521 539 0', 1506432394.878683, 389)
(u'519 538 0', 1506432394.897558, 390)
(u'489 535 0', 1506432394.915963, 391)
(u'505 533 0', 1506432394.932659, 392)
(u'519 532 0', 1506432394.950793, 393)
(u'496 530 0', 1506432394.968613, 394)
(u'484 527 0', 1506432394.986391, 395)
(u'505 525 0', 1506432395.005037, 396)
(u'490 523 0', 1506432395.023151, 397)
(u'468 520 0', 1506432395.041224, 398)
(u'493 518 0', 1506432395.059312, 399)
(u'501 517 0', 1506432395.077416, 400)
(u'482 515 0', 1506432395.094535, 401)
(u'497 514 0', 1506432395.113893, 402)
(u'513 513 0', 1506432395.130902, 403)
(u'490 511 0', 1506432395.149659, 404)
(u'485 509 0', 1506432395.167674, 405)
(u'512 510 0', 1506432395.185559, 406)
(u'491 509 0', 1506432395.203651, 407)
(u'496 508 0', 1506432395.221668, 408)
(u'528 518 0', 1506432395.239765, 409)
(u'547 532 0', 1506432395.256667, 410)
(u'555 543 0', 1506432395.274679, 411)
(u'597 570 0', 1506432395.292676, 412)
(u'620 595 0', 1506432395.310703, 413)
(u'596 595 0', 1506432395.328533, 414)
(u'575 594 0', 1506432395.346908, 415)
(u'585 593 0', 1506432395.364753, 416)
(u'543 590 0', 1506432395.382692, 417)
(u'506 585 0', 1506432395.400686, 418)
(u'512 581 0', 1506432395.419035, 419)
(u'503 577 0', 1506432395.43677, 420)
(u'468 571 0', 1506432395.454693, 421)
(u'481 566 0', 1506432395.472697, 422)
(u'505 562 0', 1506432395.490609, 423)
(u'489 558 0', 1506432395.508703, 424)
(u'494 554 0', 1506432395.526699, 425)
(u'529 552 0', 1506432395.544642, 426)
(u'524 550 0', 1506432395.562687, 427)
(u'506 547 0', 1506432395.581072, 428)
(u'525 545 0', 1506432395.598579, 429)
(u'528 544 0', 1506432395.617786, 430)
(u'500 541 0', 1506432395.636076, 431)
(u'503 539 0', 1506432395.652704, 432)
(u'514 537 0', 1506432395.671068, 433)
(u'487 534 0', 1506432395.689138, 434)
(u'482 531 0', 1506432395.707105, 435)
(u'515 530 0', 1506432395.725464, 436)
(u'505 528 0', 1506432395.743408, 437)
(u'481 525 0', 1506432395.762084, 438)
